OBJECTID *,Shape *,Join_Count,TARGET_FID,state,city,name,holc_id,holc_grade,neighborho,area_descr,Black Population %,White Population %,Indigenous American %,Asian Population %,Hispanic or Latino Population %,% Below Poverty Line ,% Housing Units Owned,% Housing Units Rented,% Mobile Homes,% 1970-1979 or older,% 1980-1989 or newer,% With Complete Plumbing,% With Incomplete Plumbing,% Foreign Born,Shape_Length,Shape_Area,Indicator for Plumbing
736,Polygon,5,2377,IL,Decatur, ,C5,C,5487,"{ ""8a"" : ""6000%"", ""9c"" : ""None"", ""15"" : ""7 George E. Odor, Realtor. Member of National Association of Real Estate Boards, 30 years in real estate business in Decatur,  July 8, "", ""10c"" : ""Good"", ""9b"" : ""--"", ""7"" : ""1929 1929 5000% -- $12.50 $1,200 $7.50-",32.091752,59.131976,0.00123,0.141389,3.156827,21.958339,57.61246,42.387533,0.657197,94.860338,5.139655,85.489452,14.510541,44.105083,0.056677,0.000134,0
737,Polygon,4,2378,IL,Decatur, ,C6,C,5491,"{ ""8b"" : ""95"", ""9c"" : ""Poor"", ""12b"" : ""limited"", ""11b"" : ""None"", ""12a"" : ""limited"", ""4"" : ""Colored people in D5. "", ""5a"" : ""Mixed, business, professional, laboring and clerical "", ""5b"" : ""600-$5000"", ""11a"" : ""None"", ""5c"" : ""5 Few"", ""5d"" : ""0 None"", ""10c""",18.521051,73.859541,1.758425,1.108164,8.110825,21.997571,62.722168,37.277836,0.163206,98.805878,1.194126,95.033992,4.966012,85.259346,0.045067,0.000046,0
738,Polygon,2,2379,IL,Decatur, ,D1,D,5492,"{ ""10b"" : ""$15-$25"", ""3"" : ""Close to schools. "", ""9a"" : ""Poor"", ""10c"" : ""Good "", ""15"" : ""George E. Odor, Realtor, Member of National Association of Real Estate Boards, 30 years in real estate business in Decatur.  July 8, 7"", ""9c"" : ""None"", ""5c"" : ""0 Non",37.762276,54.796129,0.066389,0.274001,5.03013,31.755446,47.079853,52.920148,0.267755,88.15971,11.840291,92.937253,7.062748,62.590614,0.030896,0.000019,0
739,Polygon,5,2380,IL,Decatur, ,D2,D,5493,"{ ""5b"" : ""600-$1500"", ""9b"" : """", ""9c"" : ""None"", ""8c"" : ""25"", ""8b"" : ""95"", ""8a"" : ""95"", ""7"" : ""$15-$25 $2,000  $360-$1200 1929 50 60 40 1929 $9-$15 $7.50-$12.50 $12 $480-$1600  $1200-$4000 $800 $600  30 1932 $10 $20"", ""6d"" : ""Poor"", ""6c"" : ""35 years"", ""6b",35.536731,60.864525,0,0.784491,0.908644,28.484328,54.056171,45.943829,0,88.941843,11.058158,97.910765,2.089235,99.989075,0.149958,0.000233,0
740,Polygon,8,2381,IL,Decatur, ,D3,D,5494,"{ ""5f"" : ""Many"", ""5g"" : ""No Static"", ""6a"" : ""Some 8 room homes, very few apartments in area, Single 4-5 rooms "", ""10c"" : ""Good"", ""8a"" : ""75"", ""6b"" : ""Frame and brick "", ""6c"" : ""50 years"", ""11a"" : ""None"", ""6d"" : ""Poor"", ""7"" : ""50  $8 1929  $1000-$6000 $2,",59.869505,30.702152,0,0,5.678809,48.216299,42.699133,57.300864,0.54298,94.755274,5.244723,94.983842,5.016155,99.999997,0.140771,0.00015,0
741,Polygon,6,2382,IL,Decatur, ,D4,D,5495,"{ ""12b"" : ""Very limited"", ""4"" : ""A colored district. "", ""12a"" : ""None"", ""5a"" : ""Mixed labor, clerical"", ""5b"" : ""500-$2000"", ""10c"" : ""Good"", ""13"" : ""Down"", ""10b"" : ""$10-$15"", ""14"" : ""At one time this was one of the best parts of the city. The City Water W",32.091752,59.131976,0.00123,0.141389,3.156827,21.958339,57.61246,42.387533,0.657197,94.860338,5.139655,85.489452,14.510541,44.105083,0.078053,0.000122,0
742,Polygon,2,2383,IL,Decatur, ,D5,D,5496,"{ ""9c"" : ""Poor"", ""5c"" : ""None 0"", ""4"" : ""Colored people. "", ""12b"" : ""None"", ""5b"" : ""500-$1000"", ""12a"" : ""None"", ""11b"" : ""None"", ""5e"" : ""None"", ""9b"" : """", ""9a"" : ""Bad"", ""8c"" : ""20"", ""6a"" : ""Single 3-4-5-rooms "", ""8b"" : ""98"", ""8a"" : ""75"", ""7"" : ""20 $1,750",37.667093,55.60998,1.109704,0.948065,4.16643,21.572418,69.806383,30.193626,0.011599,95.766023,4.233986,91.202629,8.79738,90.173921,0.011775,0.000009,0
743,Polygon,3,2384,IL,Decatur, ,D6,D,5497,"{ ""11b"" : ""None"", ""13"" : ""Static"", ""10a"" : ""Good"", ""10b"" : ""$10-$15"", ""12a"" : ""limited"", ""12b"" : ""limited"", ""4"" : ""Industrial section. "", ""10c"" : ""Good"", ""1"" : ""D Decatur, Illinois 6"", ""15"" : ""7 Geroge E. Odor, Realtor, Member of National Association of",31.854583,59.517472,0.434634,0.240666,2.273989,30.354004,57.261998,42.738012,1.306941,91.805443,8.194567,90.573251,9.426759,30.633171,0.024876,0.000036,0
744,Polygon,1,2385,IL,Decatur, , ,B,5474,"{ """" : """" }",0.302678,96.89129,0,0.05958,5.574389,0.085201,78.890961,21.109041,0,90.269976,9.730027,88.47268,11.527323,100.000003,0.025658,0.000034,0
745,Polygon,2,2386,IL,Decatur, , ,B,5475,"{ """" : """" }",31.854583,59.517472,0.434634,0.240666,2.273989,30.354004,57.261998,42.738012,1.306941,91.805443,8.194567,90.573251,9.426759,30.633171,0.015734,0.000014,0
746,Polygon,2,2387,IL,Decatur, , ,D,5476,"{ """" : """" }",45.681671,43.644937,0.443291,0.848712,2.206639,26.291169,49.257433,50.742562,0.732438,87.279474,12.720521,91.386632,8.613364,22.006678,0.055619,0.000088,0
747,Polygon,3,2388,IL,East St. Louis,Granite City,A1,A,4618,"{ ""2e"" : "" 100%"", ""2m"" : ""  Rent "", ""2a"" : ""Few multi-family Single 4-6 Room"", ""2"" : ""99 "", ""72"" : ""60.00"", ""71"" : ""9"", ""8"" : ""This area, now 60% improved, is considered the best residential section in Granite City. The terrain is level; sandy surface. S",10.690055,85.265406,0,0.305523,5.003486,12.627582,61.232774,38.767225,0,95.676665,4.323333,93.748455,6.251544,57.680643,0.038366,0.000036,0
748,Polygon,3,2389,IL,East St. Louis,Pinehurst,A2,A,4605,"{ ""2p"" : ""Up "", ""2k"" : "" Up"", ""2j"" : ""Good - Around $6500 "", ""2f"" : ""80% "", ""10"" : """", ""4a"" : ""0"", ""8"" : ""This fairly new area is known as Pinehurst. The land is level and sandy and the area is 70% developed. Originally restricted to single-family homes",98.261715,0.778974,0,0,0.225571,34.454421,37.88359,62.116398,0,84.65599,15.343998,89.980761,10.019227,5.359954,0.022787,0.000031,0
749,Polygon,3,2390,IL,East St. Louis,M.L. Harris and Fairlawn Additions,A3,A,4588,"{ ""5a"" : ""3"", ""5"" : ""4"", ""2b"" : "" Brick and Frame"", ""2i"" : ""5000-9000   0 July 1940"", ""2f"" : ""80% "", ""1b"" : ""Business and Professional"", ""1a"" : ""yes - -"", ""5b"" : """", ""2h"" : ""8  5000-9000 "", ""2"" : ""100 "", ""1d"" : ""-"", ""3"" : ""4-5 Room, 4000-5000 Satisfactor",97.466548,2.077905,0.319528,0,0.912938,30.929439,79.617701,20.382294,0,92.077508,7.922487,95.328534,4.671461,0,0.034583,0.000076,0
750,Polygon,3,2391,IL,East St. Louis,Hill Top and Hill Top Annex,A4,A,4601,"{ ""1c"" : ""- -"", ""5b"" : """", ""1d"" : ""-"", ""2g"" : "" 6000-8000"", ""2h"" : ""0   6000-8000"", ""2a"" : ""Single 5-10 R, 1-2 Story "", ""2b"" : ""Brick "", ""4a"" : ""0"", ""2e"" : ""100% "", ""2o"" : "" "", ""72"" : ""66.73"", ""2"" : "" 100"", ""4b"" : """", ""10"" : """", ""6"" : ""Smple 6%"", ""9"" : """,49.963701,47.775399,0.212918,1.781785,1.330737,8.720583,80.37521,19.624795,2.762309,89.366517,10.633488,99.671077,0.328928,76.946349,0.031304,0.000041,0
751,Polygon,5,2392,IL,East St. Louis,Glenview,A5,A,4598,"{ ""2o"" : "" "", ""2i"" : "" July 1940 11 6000-9000 "", ""2l"" : ""Not a  "", ""8"" : ""The area is known as Glenview and is located just outside of East St. Louis City Limits. The land is rolling and slopes to the west. Now 70% improved with brick and frame 5 to 7 ro",29.697222,68.65377,0.123045,0.953597,1.815436,11.673542,84.207272,15.792731,1.596328,93.088163,6.91184,95.989032,4.010971,86.677559,0.013497,0.00001,0
752,Polygon,5,2393,IL,East St. Louis,Signal Hill,A6,A,4596,"{ ""5b"" : """", ""2k"" : ""Static "", ""0"" : ""Metropolitan St. Louis (East St. Louis Section)"", ""5a"" : ""2"", ""10"" : """", ""2b"" : "" Mixed (50-50)"", ""2j"" : ""Good - Around $8500 "", ""9"" : ""Signal Hill 1st A-6 7/23/40"", ""6"" : ""Ample 6%"", ""2f"" : "" 90%"", ""2e"" : "" 100%"", """,29.697222,68.65377,0.123045,0.953597,1.815436,11.673542,84.207272,15.792731,1.596328,93.088163,6.91184,95.989032,4.010971,86.677559,0.032997,0.000042,0
753,Polygon,3,2394,IL,East St. Louis,Belleville,A7,A,4600,"{ ""5b"" : """", ""71"" : ""9"", ""2a"" : "" Single 5-7 R, 1 1/2 Story"", ""2c"" : ""12 Years "", ""2h"" : "" 8500-12,000  17"", ""6"" : ""Ample 6%"", ""1c"" : ""- -"", ""2k"" : "" Static"", ""4b"" : """", ""2d"" : ""Good "", ""5a"" : ""2"", ""2n"" : "" July 1940  area "", ""2i"" : "" 8500-12,000 0  July",28.980644,61.025901,0.032762,0.253907,4.412163,10.68868,69.958549,30.041453,0.425042,89.258513,10.741489,96.600823,3.399179,96.389937,0.046836,0.000083,0
754,Polygon,2,2395,IL,East St. Louis,Nameoki,B1,B,4622,"{ ""8"" : ""This nicely wooded area is known as Maryland Place. Large lots; level terrain; some unpaved streets. Now 50% improved with single family dwellings of brick and frame construction - 4 to 6rooms, ranging all the way from $3,000 to 10,500. Restrict",1.556109,94.897473,0,0,3.142663,4.964577,93.217486,6.782516,0.035571,71.872619,28.127383,98.481844,1.518158,94.088501,0.027922,0.000039,0
755,Polygon,5,2396,IL,East St. Louis,Granite City,B2,B,4617,"{ ""2g"" : ""1600-4800 of little value"", ""9"" : ""2nd 8/6/40 Granite City B-2"", ""2e"" : ""100% 100%"", ""3"" : ""Owner 1/3 Single 4-5-6 R, 3000-4400 18"", ""4a"" : ""3"", ""1d"" : ""-"", ""2c"" : ""20 years 18 years"", ""1c"" : ""German, Hungarian 15"", ""2f"" : ""80% 70%"", ""1a"" : "" Y",10.690055,85.265406,0,0.305523,5.003486,12.627582,61.232774,38.767225,0,95.676665,4.323333,93.748455,6.251544,57.680643,0.067496,0.000138,0
756,Polygon,5,2397,IL,East St. Louis,Lansdowne,B3,B,4604,"{ ""5b"" : """", ""2a"" : ""Duplex Single - 4-7 Rooms"", ""2c"" : ""20 Years 20 Years"", ""2b"" : ""Mixed Mixed"", ""5a"" : ""3"", ""2f"" : ""70% 50%"", ""8"" : ""This area is known Lansdowne. The land is low and level; good streets, and transportation; newly paved arterial highwa",98.261715,0.778974,0,0,0.225571,34.454421,37.88359,62.116398,0,84.65599,15.343998,89.980761,10.019227,5.359954,0.07412,0.000212,0
757,Polygon,3,2398,IL,East St. Louis,East St. Louis,B4,B,4587,"{ ""4a"" : ""2"", ""1b"" : ""Mixed Business & Professional, Mechanics, etc."", ""2i"" : ""2500-4500 0 July 1940 0 2000-3500"", ""3"" : ""- - None"", ""6"" : ""Ample - 6%"", ""1c"" : ""- -"", ""1d"" : ""-"", ""2m"" : ""15-22.50 12 25-30 0"", ""2l"" : ""22-27 15-22.50"", ""2n"" : ""15-22.50 0 2",97.466548,2.077905,0.319528,0,0.912938,30.929439,79.617701,20.382294,0,92.077508,7.922487,95.328534,4.671461,0,0.042492,0.000104,0
758,Polygon,3,2399,IL,East St. Louis,Park Entrance Place,B5,B,4591,"{ ""2c"" : "" 8 years"", ""0"" : ""Metropolitan St. Louis (East St. Louis Section)"", ""6"" : ""Ample-6%"", ""72"" : ""52.63"", ""3"" : ""Single Frame & Brick, 5-6 Room, 5000-6000 10 Satisfactory"", ""2b"" : ""Brick and Frame "", ""5a"" : ""0"", ""2g"" : "" 4500-5500"", ""2j"" : ""Good, A",88.667007,10.721424,0,0.61157,0,12.791382,56.939402,43.060598,2.2017,78.384801,21.615199,87.465816,12.534184,57.385612,0.014157,0.000009,0
759,Polygon,6,2400,IL,East St. Louis,Simonin Place,B6,B,4592,"{ ""2e"" : "" 100%"", ""3"" : ""Owners Single 4-5 R, Frame, 4000-5000 12"", ""2f"" : ""80% "", ""1b"" : ""Mixed"", ""5a"" : ""1"", ""2d"" : ""Good "", ""2c"" : "" 15 years"", ""2g"" : "" 4000-5000"", ""5b"" : """", ""2b"" : ""Brick and Frame "", ""2a"" : ""Single 5-6 Room "", ""2h"" : "" 4000-5500 5",88.667007,10.721424,0,0.61157,0,12.791382,56.939402,43.060598,2.2017,78.384801,21.615199,87.465816,12.534184,57.385612,0.046835,0.000073,0
760,Polygon,6,2401,IL,East St. Louis,Outside E. St. Louis City Limits,B7,B,4595,"{ ""2i"" : ""25 July 1940   5500-12,000"", ""2a"" : "" Single 5-8 Room"", ""9"" : ""7/23/40 Outside E. St. Louis City Limits 2nd B-7"", ""2b"" : ""Mixed "", ""2k"" : "" Up"", ""2l"" : ""Not a  "", ""2h"" : ""  0 4000-10,000"", ""1e"" : ""-"", ""1b"" : ""Business, Professional and Executiv",29.697222,68.65377,0.123045,0.953597,1.815436,11.673542,84.207272,15.792731,1.596328,93.088163,6.91184,95.989032,4.010971,86.677559,0.045121,0.000097,0
761,Polygon,6,2402,IL,East St. Louis,Outside E. St. Louis City Limits,B8,B,4599,"{ ""2c"" : "" 20 years"", ""2h"" : "" 4500-5500  0"", ""2a"" : ""Single 5-6 Room "", ""3"" : ""- None -"", ""6"" : ""Ample - 6%"", ""5b"" : """", ""2e"" : ""100% "", ""4b"" : """", ""9"" : ""2nd Outside E. St. Louis City Limits B-8 7/23/40"", ""71"" : ""9"", ""5a"" : ""1"", ""72"" : ""49.65"", ""2"" : """,29.697222,68.65377,0.123045,0.953597,1.815436,11.673542,84.207272,15.792731,1.596328,93.088163,6.91184,95.989032,4.010971,86.677559,0.051187,0.000085,0
762,Polygon,5,2403,IL,East St. Louis,East St. Louis,B9,B,4597,"{ ""5a"" : ""1"", ""2d"" : ""Good "", ""2h"" : "" 3500-5500 0 "", ""1e"" : ""-"", ""1a"" : "" Slowly "", ""4a"" : ""0"", ""0"" : ""Metropolitan St. Louis (East of St. Louis Section)"", ""2a"" : ""Single 4-8 Room "", ""2j"" : "" Fair, Around $4500"", ""71"" : ""9"", ""72"" : ""$49.65 = Belleville,",29.697222,68.65377,0.123045,0.953597,1.815436,11.673542,84.207272,15.792731,1.596328,93.088163,6.91184,95.989032,4.010971,86.677559,0.032486,0.000023,0
763,Polygon,2,2404,IL,East St. Louis,Nameoki,C1,C,4621,"{ ""1b"" : ""Skilled Labor"", ""1e"" : ""-"", ""9"" : ""Nameoki C-1 8/6/40 3rd"", ""1c"" : ""- -"", ""2"" : "" 100"", ""8"" : ""This sparsely developed area is situated in Nameoki, Ill. It is now only 50% improved and future development will in all probability be slow. There a",1.556109,94.897473,0,0,3.142663,4.964577,93.217486,6.782516,0.035571,71.872619,28.127383,98.481844,1.518158,94.088501,0.071687,0.000108,0
764,Polygon,4,2405,IL,East St. Louis,Rosemont Manor,C10,C,4606,"{ ""10"" : """", ""1c"" : ""- 5"", ""1b"" : ""Business and professional - mechanics, etc."", ""1a"" : ""Slowly  "", ""3"" : ""Satisfactory Single 4-6 rm, frame, $2500-3500 50"", ""71"" : ""9"", ""72"" : ""64.47"", ""8"" : ""Known as Rosemont Manor, located outside city limits of E. St",98.261715,0.778974,0,0,0.225571,34.454421,37.88359,62.116398,0,84.65599,15.343998,89.980761,10.019227,5.359954,0.070129,0.000138,0
765,Polygon,5,2406,IL,East St. Louis,E. St. Louis,C11,C,4586,"{ ""2k"" : ""Up "", ""2i"" : "" 0 3500-5000 July 1940 "", ""8"" : ""Land is level and sandy. There are no restrictions. Public utilities, churches, schools and shopping facilities are satisfactory. Improved retail stores are in the immediate vicinity. Main thorough",97.466548,2.077905,0.319528,0,0.912938,30.929439,79.617701,20.382294,0,92.077508,7.922487,95.328534,4.671461,0,0.092978,0.000142,0
766,Polygon,5,2407,IL,East St. Louis,"Oak Park, Kingshighway Terrace",C12,C,4589,"{ ""1e"" : ""None"", ""8"" : ""The area is known as Kingshighway Terrace and Oak Park, and is about 70% improved with fairly well constructed homes of uniform style. Land lies level and soil is sandy and gumbo. Area has all utilities and transportation is adequ",88.667007,10.721424,0,0.61157,0,12.791382,56.939402,43.060598,2.2017,78.384801,21.615199,87.465816,12.534184,57.385612,0.054773,0.000134,0
767,Polygon,3,2408,IL,East St. Louis,E. St. Louis,C13,C,4590,"{ ""2"" : ""100 "", ""2o"" : "" Good"", ""2f"" : "" 80%"", ""2p"" : ""Static "", ""2e"" : ""100% "", ""2d"" : ""Poor "", ""2c"" : ""20 Years "", ""3"" : ""None - -"", ""2b"" : ""Frame "", ""2a"" : "" Single, 2-4 Rooms"", ""2n"" : ""  -0- 6-12 July 1940"", ""1e"" : ""-"", ""1d"" : ""-"", ""1c"" : ""- -"", ""9""",97.199088,2.274892,0,0.526019,0.342221,17.372209,74.633875,25.366123,0.505239,92.110942,7.889056,94.182745,5.817253,35.050302,0.032753,0.000026,0
768,Polygon,4,2409,IL,East St. Louis,E. St. Louis,C14,C,4593,"{ ""4b"" : """", ""8"" : ""The area is known as \""Ping Pong\"", lies level, soil is sandy, and is located outside city limits of E. St. Louis and therefore enjoys a lower tax rate. There are no building restrictions. It is about 30% improved with generally cheap",97.199088,2.274892,0,0.526019,0.342221,17.372209,74.633875,25.366123,0.505239,92.110942,7.889056,94.182745,5.817253,35.050302,0.050943,0.00017,0
769,Polygon,5,2410,IL,East St. Louis,Edgemont,C15,C,4594,"{ ""2g"" : "" 1800-3500"", ""9"" : ""C-15 3rd Edgemont, E. St. Louis, Ill. 7-26-40"", ""8"" : ""This area known as Edgemont, lies level with a mixed sand and gumbo soil. It is sufficiently removed from downtown industrial plants to be free from the smoke nuisance.",49.963701,47.775399,0.212918,1.781785,1.330737,8.720583,80.37521,19.624795,2.762309,89.366517,10.633488,99.671077,0.328928,76.946349,0.05715,0.000142,0
770,Polygon,2,2411,IL,East St. Louis,"Prospect Park, Woodlawn Hills",C16,C,4602,"{ ""4b"" : """", ""1a"" : ""  Slowly"", ""1c"" : ""- -"", ""2j"" : "" Good around $3000"", ""1e"" : ""-"", ""2d"" : ""Good "", ""2a"" : "" Singles 4-6 rms."", ""2i"" : ""July 1940  0  2500-4500"", ""2o"" : "" Good"", ""1d"" : ""-"", ""8"" : ""This area is known as Prospect Park and Woodlawn Hills",49.963701,47.775399,0.212918,1.781785,1.330737,8.720583,80.37521,19.624795,2.762309,89.366517,10.633488,99.671077,0.328928,76.946349,0.061019,0.000087,0
771,Polygon,4,2412,IL,East St. Louis,Granite City,C2,C,4615,"{ ""2m"" : "" 46  14-30"", ""2b"" : ""family Frame"", ""4a"" : ""0"", ""2"" : ""100 "", ""0"" : ""Metropolitan St. Louis (East St. Louis Section)"", ""2p"" : "" Up"", ""3"" : ""Few Owners $4000 frame, 4-6 Rms"", ""1b"" : ""Skilled Mechanic - Business and Professional"", ""4b"" : """", ""10""",18.679801,76.744988,0,0.323533,13.249382,29.508708,51.284912,48.715089,0,95.019693,4.980308,95.729274,4.270728,85.59688,0.051156,0.000075,0
772,Polygon,2,2413,IL,East St. Louis,Venice,C3,C,4612,"{ ""2b"" : ""Frame and brick "", ""2h"" : "" 2000-5000  20"", ""2d"" : "" Fair"", ""2i"" : ""2000-5000   July 1940 0"", ""2a"" : ""Single 4-up 1 1/2 Sty. 5-7 Rms. "", ""2j"" : ""Poor "", ""8"" : ""Home ownership is 100% other than institutionally owned properties. The area is 100%",89.383912,6.544259,0,0,6.391072,31.711344,46.986227,53.013773,4.392805,74.883691,25.116309,90.510632,9.489368,0,0.016366,0.000018,0
773,Polygon,3,2414,IL,East St. Louis,Alta Sita,C4,C,4578,"{ ""10"" : """", ""1a"" : ""  Slowly"", ""2m"" : "" 17.50-35.00  23"", ""2n"" : ""17.50-35.00 July 1940   0"", ""2o"" : ""Good "", ""2f"" : ""40% "", ""2p"" : "" Static - up"", ""5"" : ""4"", ""1e"" : ""Some families of lower living standards coming in"", ""2c"" : "" 30 Years"", ""6"" : ""Limited",98.495874,0.648508,0.077406,0,0,19.459549,63.238409,36.761588,2.782495,86.527761,13.472236,91.164534,8.835463,0,0.045045,0.000068,0
774,Polygon,1,2415,IL,East St. Louis,Maplewood and Cahokia,C5,C,4576,"{ ""2"" : ""100 "", ""2d"" : "" Good"", ""10"" : """", ""2g"" : "" 1800-2800"", ""1b"" : ""Industrial Workers"", ""4a"" : ""0"", ""2c"" : "" 12 Years"", ""2b"" : ""Frame "", ""4b"" : """", ""1a"" : "" Slowly "", ""2h"" : ""  2000-3500 20"", ""8"" : ""This area, known as Maplewood and Cahokia, is loca",36.845553,56.827103,2.650095,3.166077,0.406001,16.508974,51.173898,48.826099,8.755832,80.61399,19.386007,90.42039,9.579607,2.95858,0.0801,0.000166,0
775,Polygon,4,2416,IL,East St. Louis,East St. Louis,C6,C,4584,"{ ""2p"" : ""Up  Static"", ""2h"" : ""25 2's $2500-5000, 4's 4000-6000 15,11 1500-4500"", ""1d"" : ""-"", ""5b"" : """", ""2g"" : ""1200-4500 2's $2000-4500, 4's 3500-5500"", ""5"" : ""4"", ""2f"" : ""35% 10%"", ""10"" : """", ""1c"" : ""- -"", ""1e"" : ""None"", ""2k"" : ""Static - down Static"",",93.254594,1.636513,0,0,5.110794,18.872575,73.945018,26.054975,0,82.300449,17.699544,84.413206,15.586787,52.104918,0.051702,0.000148,0
776,Polygon,4,2417,IL,East St. Louis,East St. Louis,C7,C,4585,"{ ""1d"" : ""-"", ""2"" : ""100 "", ""72"" : ""66.73"", ""2n"" : ""July 1940   0 12.50-27.50"", ""71"" : ""9"", ""2g"" : ""1000-3000 "", ""2e"" : "" 100%"", ""1c"" : ""50 Polish - Hungarian - Lithuanian"", ""0"" : ""Metropolitan St. Louis (East St. Louis Section)"", ""2j"" : ""A few 2-family",93.254594,1.636513,0,0,5.110794,18.872575,73.945018,26.054975,0,82.300449,17.699544,84.413206,15.586787,52.104918,0.045345,0.000135,0
777,Polygon,5,2418,IL,East St. Louis,E. St. Louis,C8,C,4603,"{ ""2n"" : ""17.50-27.50  July 1940  0"", ""2i"" : ""1800-3000 July 1940   0"", ""1e"" : ""None"", ""2j"" : "" Fair around $2500"", ""2k"" : ""Static - slow "", ""2l"" : "" 15-25"", ""2m"" : ""7  17.50-27.50 "", ""10"" : """", ""5a"" : ""2"", ""6"" : ""Limited 6%"", ""2o"" : "" Good"", ""1d"" : ""-"",",88.911767,5.773162,0,0.938734,4.91502,22.470305,57.138999,42.861005,0.143965,87.457355,12.542649,85.534261,14.465743,77.968424,0.092836,0.000125,0
778,Polygon,5,2419,IL,East St. Louis,Washington Park,C9,C,4607,"{ ""4a"" : ""2"", ""1b"" : ""Industrial workers"", ""2g"" : "" 800-2500"", ""1e"" : ""Above"", ""2h"" : ""800-3000 15  "", ""1d"" : ""-"", ""1a"" : ""  Slowly"", ""2i"" : ""July 1940  0 800-3000 "", ""2j"" : "" Good around $1000-2000"", ""2k"" : "" Up"", ""1c"" : ""Austrian - few Spainsh, Polish",88.911767,5.773162,0,0.938734,4.91502,22.470305,57.138999,42.861005,0.143965,87.457355,12.542649,85.534261,14.465743,77.968424,0.074889,0.000225,0
779,Polygon,3,2420,IL,East St. Louis,"Nameoki, E. St. Louis",D1,D,4616,"{ ""9"" : ""Nameoki, Ill., E. St. Louis, Ill. 4th D-1 7-26-40"", ""10"" : """", ""0"" : ""Metropolitan St. Louis (East St. Louis Section)"", ""8"" : ""Area is located in Nameoki, Illinois, and is about 60% improved. Nameoki Road is the only paved street in the area, a",28.724112,61.784003,0,1.762562,7.10607,28.575712,41.18304,58.81696,4.367615,86.201392,13.798608,100,0,38.469662,0.062493,0.000083,1
780,Polygon,4,2421,IL,East St. Louis,"E. St. Louis, Ill.",D10,D,4582,"{ ""2c"" : "" 65 yrs."", ""10"" : """", ""2n"" : ""  0 8 - 20 July 1940"", ""0"" : ""Metropolitan St. Louis (East St. Louis Section)"", ""2o"" : ""Fair $10 - 12 "", ""2p"" : ""Static "", ""2b"" : "" Frame"", ""2a"" : ""Single 4-7 rm. 1-2 sty. "", ""2h"" : ""  800-2500 "", ""2"" : "" 100"", ""3""",97.733555,2.167946,0,0,0,58.163518,9.90308,90.096917,0,72.124572,27.875425,98.138181,1.861816,0,0.035338,0.000083,0
781,Polygon,6,2422,IL,East St. Louis,"E. St. Louis, Ill.",D11,D,4581,"{ ""1b"" : ""Poor type white laborers"", ""1c"" : ""20% Austrians - Hungarians"", ""9"" : ""4th D-11 7-30-40 E. St. Louis, I11"", ""1d"" : ""30%"", ""8"" : ""This is another very old area with about half of population being negro and foreign. It is 100% improved and its pr",94.757861,5.061431,0.084476,0.062918,0.24136,29.658146,65.874661,34.125335,0.196942,86.091841,13.908155,87.736695,12.263301,5.662616,0.075406,0.000211,0
782,Polygon,6,2423,IL,East St. Louis,"E. St. Louis, Ill.",D12,D,4580,"{ ""2g"" : ""500-2400 "", ""2h"" : ""Plus 22% 800-2750  "", ""2i"" : ""  0 800-2750 July 1940"", ""2j"" : "" Good around $2000"", ""2k"" : ""Static 5 - 18"", ""2l"" : "" "", ""2m"" : ""8 - 25  Plus 43% "", ""2n"" : ""0 July 1940  8 - 25 "", ""2c"" : "" 40 yrs"", ""2o"" : ""Good "", ""2p"" : ""Sta",98.495874,0.648508,0.077406,0,0,19.459549,63.238409,36.761588,2.782495,86.527761,13.472236,91.164534,8.835463,0,0.089219,0.000316,0
783,Polygon,3,2424,IL,East St. Louis,"E. St. Louis, Ill.; Alta Sita",D13,D,4579,"{ ""2a"" : ""Singles 3-4 rms. "", ""6"" : ""Very limited"", ""2c"" : ""30 yrs. "", ""4a"" : ""0"", ""2i"" : ""0 July 1940  600-1500 "", ""3"" : ""Owners 40 Singles 2-4 rms., frame $800-1500"", ""2n"" : ""5 - 10   0 July 1940"", ""1c"" : ""Mixed 10"", ""4b"" : """", ""2d"" : "" Poor-fair"", ""1e",98.495874,0.648508,0.077406,0,0,19.459549,63.238409,36.761588,2.782495,86.527761,13.472236,91.164534,8.835463,0,0.16184,0.000334,0
784,Polygon,1,2425,IL,East St. Louis,"Monsanto, E. St. Louis, Ill.",D14,D,4577,"{ ""0"" : ""Metropolitan St. Louis (East St. Louis Section)"", ""1e"" : ""-"", ""1a"" : ""  Yes"", ""2n"" : ""    July 1940"", ""2j"" : "" "", ""2i"" : ""July 1940    1800"", ""2c"" : "" 18 yrs."", ""2h"" : ""   "", ""2g"" : "" "", ""2f"" : ""Owned by Monsanto Chemical Company "", ""2o"" : "" "",",36.161097,56.298201,1.028278,0.08569,0.856898,28.802589,17.475728,82.524272,8.714919,64.844904,35.155096,98.966027,1.033973,73.333333,0.039782,0.000055,0
